slot,property,sample_type,value
organism_count,description,other-undescribed,Total cell count of any organism (or group of organisms) per gram volume or area of sample should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR atp mpn etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)
organism_count,type,other-undescribed,string
organism_name,title,engineered-strain,organism name
organism_name,description,engineered-strain,Provide the scientific name (genus and species) of the host organism.
organism_name,type,engineered-strain,string
other,title,field-deployed-terraform,other
other,title,other-undescribed,other
other,title,soil,other
other,title,water,other
other,title,aerosol,other
other,title,aerosol-arm,other
other,title,pure-culture,other
other,title,culture-environmental,other
other,title,commercially-purchased,other
other,title,mixed-culture,other
other,title,sediment,other
other,title,terraform,other
other,title,synthesized-material,other
other,title,monet-soil,other
other,title,engineered-strain,other
other,title,plant,other
other,description,field-deployed-terraform,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,other-undescribed,Other details about your sample that you feel can't be accurately represented in the available columns.
other,description,soil,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,water,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,aerosol,Other details about your sample that you feel can't be accurately represented in the available columns.
other,description,aerosol-arm,Other details about your sample that you feel can't be accurately represented in the available columns.
other,description,pure-culture,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,culture-environmental,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,commercially-purchased,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,mixed-culture,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,sediment,Other details about your sample that you feel can't be accurately represented in the available columns.
other,description,terraform,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,synthesized-material,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,monet-soil,Other details about your sample that you feel can't be accurately represented in the available columns.
other,description,engineered-strain,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,description,plant,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.
other,type,field-deployed-terraform,string
other,type,other-undescribed,string
other,type,soil,string
other,type,water,string
other,type,aerosol,string
other,type,aerosol-arm,string
other,type,pure-culture,string
other,type,culture-environmental,string
other,type,commercially-purchased,string
other,type,mixed-culture,string
other,type,sediment,string
other,type,terraform,string
other,type,synthesized-material,string
other,type,monet-soil,string
other,type,engineered-strain,string
other,type,plant,string
other_growth_facil,title,field-deployed-terraform,growth facility other
other_growth_facil,title,soil,growth facility other
other_growth_facil,title,water,growth facility other
other_growth_facil,title,aerosol,growth facility other
other_growth_facil,title,aerosol-arm,growth facility other
other_growth_facil,title,pure-culture,growth facility other
other_growth_facil,title,culture-environmental,growth facility other
other_growth_facil,title,commercially-purchased,growth facility other
other_growth_facil,title,sediment,growth facility other
other_growth_facil,title,terraform,growth facility other
other_growth_facil,title,synthesized-material,growth facility other
other_growth_facil,title,monet-soil,growth facility other
other_growth_facil,title,plant,growth facility other
other_growth_facil,description,field-deployed-terraform,Please specify if other
other_growth_facil,description,soil,Please specify if other
other_growth_facil,description,water,Please specify if other
other_growth_facil,description,aerosol,Please specify if other
other_growth_facil,description,aerosol-arm,Please specify if other
other_growth_facil,description,pure-culture,Please specify if other
other_growth_facil,description,culture-environmental,Please specify if other
