slot,property,value,sample_type_count,sample_types,primary_or_modification
root_med_macronutr,description,Measurement of the culture rooting medium macronutrients (N P K Ca Mg S); e.g. KH2PO4170 mg/L).,2,"field-deployed-terraform, terraform",primary
root_med_macronutr,description,Measurement of the culture rooting medium macronutrients (NP K Ca Mg S). Can be multivalued separated by ;. e.g. KH2PO4 170 mg/L,1,plant,modification
root_med_macronutr,title,rooting medium macronutrients,3,"field-deployed-terraform, terraform, plant",primary
root_med_macronutr,type,string,3,"field-deployed-terraform, terraform, plant",primary
root_med_micronutr,description,Measurement of the culture rooting medium micronutrients (Fe Mn Zn B Cu Mo). Can be multivalued separated by ;. e.g. H3BO3 6.2 mg/L,1,plant,modification
root_med_micronutr,description,Measurement of the culture rooting medium micronutrients (Fe Mn Zn B Cu Mo); e.g. H3BO3 (6.2 mg/L).,2,"field-deployed-terraform, terraform",primary
root_med_micronutr,title,rooting medium micronutrients,3,"field-deployed-terraform, terraform, plant",primary
root_med_micronutr,type,string,3,"field-deployed-terraform, terraform, plant",primary
root_med_ph,description,pH measurement of the culture rooting medium.,1,plant,primary
root_med_ph,title,rooting medium pH,1,plant,primary
root_med_ph,type,number,1,plant,primary
root_med_regl,description,Growth regulators in the culture rooting medium such as cytokinins auxins gybberellins abscisic acid. Can be multivalued separated by ;. e.g. Naphthaleneacetic Acid 0.5 mg/L,1,plant,primary
root_med_regl,title,rooting medium regulators,1,plant,primary
root_med_regl,type,string,1,plant,primary
root_med_solid,description,Specification of the solidifying agent in the culture rooting medium.,1,plant,primary
root_med_solid,title,rooting medium solidifier,1,plant,primary
root_med_solid,type,string,1,plant,primary
root_med_suppl,description,Organic supplements of the culture rooting medium such as vitamins amino acids organic acids antibiotics activated charcoal. Can be multivalued separated by ;. e.g. nicotinic acid 0.5 mg/L,1,plant,primary
root_med_suppl,title,rooting medium organic supplement,1,plant,primary
root_med_suppl,type,string,1,plant,primary
salinity,description,Salinity is the total concentration of all dissolved salts in a sample. While salinity can be measured by a complete chemical analysis this method is difficult and time consuming. More often it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater (Unit: practical salinity unit or percent),2,"soil, plant",modification
salinity,description,Salinity is the total concentration of all dissolved salts in a water sample. While salinity can be measured by a complete chemical analysis this method is difficult and time consuming. More often it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater,1,other-undescribed,primary
salinity,description,Salinity is the total concentration of all dissolved salts in sample. While salinity can be measured by a complete chemical analysis this method is difficult and time consuming. More often it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater (Unit: practical salinity unit or percent),2,"water, sediment",modification
salinity,pattern,^\d+(\.\d+)?\s*(practical salinity unit|percent)$,4,"soil, water, sediment, plant",modification
salinity,title,salinity,4,"other-undescribed, soil, water, plant",primary
salinity,title,salinity concentration,1,sediment,modification
salinity,type,string,5,"other-undescribed, soil, water, sediment, plant",primary
salinity_method,description,Method used to determine sample salinity,5,"other-undescribed, soil, water, sediment, plant",primary
salinity_method,title,salinity method,5,"other-undescribed, soil, water, sediment, plant",primary
salinity_method,type,string,5,"other-undescribed, soil, water, sediment, plant",primary
salt_regm,description,Information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt amount administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple salt regimens,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
salt_regm,title,salt regimen,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
salt_regm,type,string,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
samp_biotic_relationship,description,Description of relationship(s) between the subject organism and other organism(s) it is associated with. E.g. parasite on species X; mutualist with species Y. The target organism is the subject of the relationship and the other organism(s) is the object,7,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, terraform",primary
samp_biotic_relationship,description,Description of relationship(s) between the subject organism and other organism(s) it is associated with. The target organism is the subject of the relationship and the other organism(s) is the object,1,sediment,modification
samp_biotic_relationship,enum,free_living|parasite|commensal|symbiont,7,"field-deployed-terraform, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform",primary
samp_biotic_relationship,title,sample biotic relationship,8,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform",primary
samp_biotic_relationship,type,string,8,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform",primary
samp_capt_status,description,Reason for the sample,1,other-undescribed,primary
samp_capt_status,title,sample capture status,1,other-undescribed,primary
samp_capt_status,type,string,1,other-undescribed,primary
samp_dis_stage,description,Stage of the disease at the time of sample collection e.g. inoculation penetration infection growth and reproduction dissemination of pathogen.,1,other-undescribed,primary
samp_dis_stage,title,sample disease stage,1,other-undescribed,primary
samp_dis_stage,type,string,1,other-undescribed,primary
samp_store_temp,description,Details what temperature samples should be stored at,1,mixed-culture,modification
samp_store_temp,description,The temperature at which your samples should be stored upon arrival. This field is NOT multivalued. If selecting other add the `other_samp_store_temp` attribute to provide additional detail.,15,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
samp_store_temp,enum,4 C|room temperature|-20 C|-80 C|other,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
samp_store_temp,title,sample storage temperature,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
samp_store_temp,type,string,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
sample_collected,description,This referes to the TOTAL amount of sample collected from the experiment. NOT the amount sent to EMSL or collected for a specific analysis. (Unit: cores),1,monet-soil,modification
sample_collected,description,This referes to the TOTAL amount of sample collected from the experiment. NOT the amount sent to EMSL or collected for a specific analysis. Provide value and unit any unit is valid,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, plant",primary
sample_collected,description,This refers to the TOTAL amount of sample collected from the experiment. NOT the amount sent to EMSL or collected for a specific analysis.,1,mixed-culture,modification
sample_collected,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, plant",primary
sample_collected,pattern,^\d+(\.\d+)?\s*cores$,1,monet-soil,modification
sample_collected,title,sample collected,15,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, plant",primary
sample_collected,type,string,15,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, plant",primary
